i,j,ckt_id
381287,380930,1
381287,382432,1
381287,382456,1
381289,380990,1
381290,380310,1
381291,5185,1
381295,380929,1
381295,382444,1
381296,380735,1
381300,5307,2
381300,382077,1
381301,382014,1
381302,381301,1
381302,381306,1
381302,381321,1
381302,381365,1
381302,381906,1
381308,380091,1
381308,380423,1
381308,383071,1
381309,5044,1
381309,382052,1
381311,380488,1
381311,381785,1
381312,5287,1
381316,382023,1
381321,381947,1
381322,380430,1
381324,380389,1
381325,380423,1
381333,381799,1
381335,380501,1
381335,381763,1
381336,5149,1
381337,380412,1
381338,381304,1
381338,381907,1
381339,380382,1
381339,381389,1
381339,382016,1
381340,380412,1
381341,380094,1
381341,383881,1
381343,15288,1
381347,381383,1
381348,5320,1
381352,380457,1
381352,381353,1
381353,382764,1
381357,380446,1
381357,380447,1
381358,5306,1
381358,382042,1
381359,380455,1
381360,380467,1
381362,5206,1
381364,5320,1
381365,381373,1
381365,381373,2
381365,381927,1
381366,380456,1
381366,382033,1
381368,381366,1
381370,381372,1
381370,382039,1
381374,381372,1
381374,382049,1
381378,381349,1
381379,381275,1
381379,382212,1
381381,382013,1
381382,380406,1
381382,380407,1
381383,382073,1
381384,381947,1
381384,382084,1
381387,381337,1
381387,381339,1
381392,381371,1
381393,380477,1
381393,382004,1
381394,381327,1
381396,5211,1
381396,380440,1
381397,380336,1
381399,381907,1
381404,382104,1
381406,381469,1
381407,382038,1
381410,380529,1
381413,380515,1
381413,381490,1
381414,380528,1
381414,381435,1
381415,-4868,1
381419,382179,1
381420,381488,1
381421,389001,1
381422,380594,1
381422,389167,1
381424,380009,1
381424,389001,1
381426,380568,1
381426,382144,1
381428,380582,1
381429,380583,1
381429,381428,1
381434,380263,1
381434,382577,1
381436,380113,1
381436,380114,1
381439,5411,1
381439,381411,1
381440,381439,1
381443,380580,1
381443,381442,1
381444,381431,1
381445,381419,1
381446,380582,1
381446,380584,1
381447,380589,1
381449,5388,1
381452,380574,1
381453,381422,1
381453,389139,1
381455,15008,1
381457,380543,1
381458,381401,1
381461,381468,1
381463,381487,1
381467,381461,1
381468,382381,1
381470,380562,1
381470,382106,1
381471,15902,1
381471,380584,1
381471,381451,1
381472,381449,1
381475,380582,1
381475,381476,1
381476,380845,1
381481,380842,1
381481,381662,1
381483,380581,1
381485,382121,1
381488,5061,1
381489,380516,1
381490,380007,1
381490,383052,1
381493,380846,1
381497,5347,1
381497,380553,1
381497,381498,1
381498,380557,1
381498,380559,1
381502,5369,1
381502,380712,1
381502,380714,1
381503,380618,1
381503,380619,1
381504,5048,1
381504,380615,1
381504,381500,1
381506,381522,1
381507,382524,1
381510,381513,1
381510,381580,1
381512,381510,1
381512,381511,1
381513,380642,1
381516,5257,2
381516,5263,1
381516,381517,1
381518,5080,1
381518,380677,1
381519,381518,1
381519,381567,1
381520,5170,2
381520,5170,3
381522,381521,1
381524,5161,1
381524,380623,1
381528,382210,1
381533,380626,1
381534,381532,1
381542,381550,1
381544,380703,1
381544,381532,2
381544,382514,1
381548,381549,1
381548,381584,1
381548,383777,1
381551,381702,1
381553,381506,1
381554,380637,1
381558,380659,1
381560,381212,1
381560,381558,1
381564,380670,1
381568,5348,1
381568,380712,1
381573,380701,1
381573,380702,1
381577,381930,1
381577,381934,1
381578,5248,1
381579,380125,1
381580,380653,1
381584,381585,1
381585,380878,1
381586,383722,1
381589,381623,1
381589,381623,2
381591,381280,1
381592,380138,1
381593,5093,1
381594,5065,40
381596,382557,1
381598,381579,1
381600,5180,1
381600,380639,1
381602,5335,1
381603,381626,1
381603,383712,1
381604,380813,1
381604,382313,1
381609,5273,1
381609,381610,1
381611,380723,1
381611,380769,1
381613,380841,1
381616,5095,1
381616,380826,1
381618,380804,1
381618,380813,1
381618,380814,1
381619,380789,1
381619,382320,1
381621,380816,1
381623,380855,1
381623,380855,2
381625,380843,1
381625,381475,1
381626,380809,1
381626,381627,1
381626,382339,1
381629,380170,1
381631,381664,1
381633,380804,1
381633,380810,1
381634,380260,1
381635,382316,1
381638,380700,1
381640,381649,1
381642,381923,1
381644,380737,1
381646,5017,1
381646,382311,1
381646,382327,2
381649,380750,1
381653,380820,1
381654,15731,1
381654,381655,1
381655,381676,1
381655,382333,1
381660,381477,1
381662,380843,1
381664,5405,1
381664,381653,1
381666,5123,1
381666,380830,1
381667,380145,1
381667,380857,1
381669,380818,1
381682,380829,1
381682,381613,1
381685,381668,1
381688,380696,1
381689,380159,1
381691,382338,1
381692,381685,1
381693,381668,1
381693,381692,1
381694,380293,1
381694,380758,1
381695,380804,1
381695,380807,1
381698,381611,1
381700,381599,1
381701,5385,1
381701,381732,1
381702,381765,1
381704,5203,1
381708,380955,1
381710,381742,1
381710,382456,1
381711,380363,1
381714,380363,1
381715,381720,1
381716,380957,1
381718,380932,1
381718,382451,1
381719,380981,1
381720,5234,1
381727,382429,2
381728,380896,1
381728,381759,1
381729,382444,1
381730,380196,1
381731,381191,2
381731,381700,1
381733,382775,1
381734,380956,1
381734,382775,1
381737,380194,1
381738,381007,1
381740,381751,1
381741,381971,1
381750,380193,1
381751,380960,1
381753,5245,1
381753,5356,1
381754,5251,1
381754,380916,1
381755,5245,1
381755,382429,1
381755,382429,2
381756,5058,1
381757,5056,3
381763,381762,1
381767,380893,1
381768,380923,1
381768,380924,1
381769,381771,1
381772,381748,1
381772,381765,1
381779,5035,1
381779,381742,1
381782,380397,1
381782,381978,1
381784,5045,1
381784,5045,2
381784,380479,1
381786,380466,1
381787,381120,1
381788,382402,1
381789,381374,1
381792,380200,1
381792,380200,2
381792,380888,2
381792,380901,1
381796,381799,1
381797,380883,1
381797,381706,1
381801,381820,1
381802,381815,1
381805,5224,1
381805,382382,1
381805,382559,1
381808,5181,1
381809,380941,1
381809,381263,1
381814,381028,1
381816,380667,1
381816,381815,1
381820,381802,1
381822,5258,2
381824,381024,1
381824,381823,1
381829,5145,1
381829,381811,1
381832,5136,1
381832,381070,1
381836,381048,1
381836,381053,1
381838,381106,1
381839,5132,1
381839,381835,1
381839,381838,1
381840,381042,1
381846,380682,1
381847,381848,1
381848,381849,1
381848,381857,1
381850,380213,1
381850,381886,1
381853,380214,1
381853,382598,1
381855,381037,1
381858,381049,1
381860,381861,1
381862,15229,1
381871,380220,1
381871,380222,1
381872,381065,1
381875,381888,1
381876,381018,1
381876,381023,1
381879,5181,1
381879,381875,1
381883,381844,1
381883,381884,1
381884,381844,1
381885,381888,1
381885,382505,1
381886,380214,1
381886,381885,1
381888,15280,_A
381890,381893,1
381890,383138,1
381892,5135,1
381892,381891,1
381893,381101,1
381894,381074,1
381894,381075,1
381895,381896,1
381897,381896,1
381897,381898,1
381900,380298,1
381900,381290,1
381901,382014,1
381902,5131,1
381905,5261,1
381905,381914,1
381906,381305,1
381906,381399,1
381908,5363,1
381909,381234,1
381909,381236,1
381914,5052,1
381914,5309,1
381914,381965,1
381919,380001,1
381921,381923,1
381923,381641,1
381923,381944,1
381925,381205,1
381927,5306,1
381931,380088,1
381931,380209,1
381932,381900,1
381937,5325,1
381937,380337,1
381937,380447,1
381937,382070,1
381938,381328,1
381938,381363,1
381938,382070,1
381939,380245,1
381940,380086,1
381940,380088,1
381941,380736,1
381941,380741,1
381941,380741,2
381942,380057,1
381942,380064,1
381943,380055,1
381948,380040,1
381948,380040,2
381948,381234,1
381949,381944,1
381949,381973,1
381952,381642,1
381953,380719,1
381953,381934,1
381954,5272,1
381954,380957,1
381956,380127,1
381956,380956,1
381956,382445,1
381957,380344,1
381958,5325,1
381958,380450,1
381959,380051,1
381960,381976,1
381961,5030,1
381961,5202,1
381961,5238,1
381962,381920,1
381962,381921,1
381968,380749,1
381973,5131,1
381976,380270,1
381977,380086,1
381977,382079,1
381978,381711,1
381989,5284,1
381989,380019,2
381989,380190,1
381989,380190,2
381989,380190,3
381989,381293,1
381989,381591,1
381998,381235,1
381999,5106,1
381999,380302,1
382000,380403,1
382003,381395,1
382003,382008,1
382005,380405,1
382005,381397,1
382007,382291,1
382009,382221,1
382012,381301,1
382015,380439,1
382016,381319,1
382018,381355,1
382021,380095,1
382025,382760,1
382028,5327,1
382028,381316,1
382028,382036,1
382031,381378,1
382032,5072,1
382032,5160,1
382032,380348,1
382032,380385,1
382032,381763,1
382033,382039,1
382034,380430,1
382035,5322,1
382035,382007,1
382035,383067,1
382036,381322,1
382037,5044,1
382037,381351,1
382038,5061,1
382040,381927,1
382040,383198,1
382043,380383,1
382044,381305,1
382044,381306,1
382045,382046,1
382047,380477,1
382047,381371,1
382048,382045,1
382048,382054,1
382049,382046,1
382051,380142,1
382051,382069,2
382052,380091,1
382054,381398,1
382056,5327,1
382056,380502,1
382056,382055,1
382060,5211,1
382061,382060,1
382063,380331,1
382063,382088,1
382064,381339,1
382067,380388,1
382068,380330,1
382068,382035,1
382070,382616,1
382071,380444,2
382074,381277,1
382074,382600,1
382076,380095,1
382076,381336,1
382076,382077,1
382078,5160,1
382078,381712,1
382079,381781,1
382079,382084,1
382082,380386,1
382085,380396,1
382085,381781,1
382086,382015,1
382086,382032,1
382090,380439,1
382092,382292,1
382094,5306,1
382094,381381,1
382095,380262,1
382097,382099,1
382100,380108,1
382101,382100,1
382104,380536,1
382107,381469,1
382107,382106,1
382108,380430,1
382108,380452,1
382109,380515,1
382109,380517,1
382110,381486,1
382110,389167,1
382111,5293,1
382111,381401,1
382111,382390,1
382117,5373,1
382117,5409,1
382117,380151,1
382120,389001,1
382130,15543,1
382130,15543,2
382130,380114,1
382130,380115,1
382140,380591,1
382142,380596,1
382142,382140,1
382143,380114,GW
382144,383155,1
382145,5346,1
382148,5081,1
382148,380128,1
382148,382355,1
382151,380869,1
382152,382140,1
382153,381095,1
382153,382178,1
382158,383056,1
382159,15965,1
382159,381431,1
382160,380596,1
382160,381431,1
382161,5086,1
382161,380592,1
382162,5117,1
382162,380588,1
382164,381413,1
382164,382165,1
382165,5066,1
382168,380588,1
382168,380596,1
382169,380584,1
382169,380595,1
382170,5328,1
382170,380566,1
382173,381445,1
382173,382174,1
382178,381098,1
382202,5195,1
382202,5375,1
382202,382203,1
382203,381719,1
382208,5305,1
382210,382302,1
382211,380630,1
382216,5395,1
382216,380252,1
382218,5349,1
382218,381592,1
382219,382220,1
382220,381553,1
382224,380169,1
382224,382225,1
382224,382730,1
382225,5114,1
382225,5177,1
382225,381558,1
382225,382731,1
382239,380605,1
382239,382219,1
382244,380248,1
382244,380996,1
382244,381264,1
382248,381267,1
382248,382249,1
382249,381268,1
382249,381998,1
382252,5080,1
382253,380957,1
382253,380958,1
382259,382257,1
382263,380804,1
382263,381627,1
382265,382711,1
382267,380221,1
382267,382265,1
382291,382069,1
382291,382292,1
382302,381550,1
382303,380758,1
382304,382303,1
382306,380147,1
382307,380147,1
382308,380783,1
382309,380802,1
382309,381691,1
382309,382337,1
382310,380756,1
382312,380828,1
382313,382317,1
382314,382235,1
382314,382321,1
382315,380365,1
382315,381398,1
382316,380157,1
382317,381630,1
382317,382316,1
382319,381676,1
382332,381597,1
382333,381693,1
382335,380852,1
382336,5244,1
382336,380808,1
382355,382155,1
382357,381466,1
382357,381477,1
382362,381106,1
382366,380756,1
382366,380766,1
382367,380756,1
382382,381472,1
382391,382390,1
382395,380834,1
382395,382339,1
382396,380830,1
382399,382520,1
382400,381120,1
382401,381714,1
382404,5050,1
382404,380907,1
382406,381379,1
382407,5260,2
382412,382463,1
382419,381776,1
382426,382439,1
382432,5195,1
382432,380930,1
382436,5071,1
382436,380152,1
382436,381689,1
382436,382326,2
382436,382490,1
382439,380183,1
382441,380969,1
382443,382441,1
382444,382443,1
382446,382467,1
382448,382401,1
382449,381761,GA
382451,380998,1
382456,380931,1
382456,380932,1
382456,381293,1
382464,381293,1
382464,381857,1
382465,381394,1
382466,381727,1
382468,380363,1
382468,381712,1
382480,380179,1
382480,382484,1
382485,380184,1
382485,382480,1
382486,5111,1
382486,382483,1
382489,381847,1
382490,382491,1
382491,5353,1
382494,5065,ES
382494,381508,1
382495,381594,_A
382499,360662,1
382499,383604,1
382500,384600,1
382504,5054,1
382506,5135,1
382508,381532,1
382509,381882,1
382509,382510,1
382510,382500,1
382511,381055,1
382511,381056,1
382512,381056,3
382512,381058,1
382512,381058,2
382515,381862,1
382516,380223,1
382518,5270,1
382518,381842,1
382518,382516,1
382519,380668,1
382522,5321,1
382526,381883,1
382527,381109,1
382527,381864,1
382531,380714,Z1
382531,381501,1
382535,380223,1
382535,382579,1
382538,381501,1
382539,5257,1
382539,380678,1
382543,381049,1
382543,382518,1
382554,5295,1
382554,15787,1
382555,5022,1
382555,380691,1
382559,382362,1
382565,381034,1
382565,381818,1
382569,380219,1
382569,382595,1
382575,380140,1
382575,380222,1
382576,5174,1
382576,380689,1
382577,382579,_A
382579,380164,1
382579,382591,1
382579,382591,2
382591,380015,1
382595,382505,1
382598,381020,1
382608,5211,1
382630,5064,1
382630,380380,1
382656,381353,1
382656,381354,1
382680,380362,1
382680,381238,1
382681,380040,1
382687,381272,1
382700,381640,1
382711,380029,1
382711,380030,1
382711,380033,1
382711,383878,1
382711,383880,4B
382711,383884,1
382711,383961,1
382711,383963,1
382713,380029,1
382713,382257,2
382721,380652,1
382721,381930,1
382730,380123,1
382730,380123,2
382731,380620,1
382731,380652,1
382731,381002,1
382731,382208,1
382731,382730,1
382751,380100,1
382751,383013,1
382753,382021,1
382753,382055,1
382755,381327,1
382755,382008,1
382756,15334,1
382756,381324,1
382757,380428,1
382757,382034,1
382760,381330,1
382762,381389,1
382765,380455,1
382768,381799,1
382801,380776,1
382801,382228,1
383012,5323,1
383014,380337,1
383014,383013,1
383014,383875,1
383016,381376,1
383016,383871,1
383018,383901,1
383018,383902,1
383018,383903,1
383018,383904,1
383033,380010,1
383034,382495,1
383034,383033,1
383038,382480,1
383052,380018,1
383069,380402,1
383069,382000,1
383071,380425,1
383073,380499,1
383073,383067,1
383076,383034,1
383101,380007,K1
383102,380007,1
383102,380115,AC
383103,381445,1
383103,381448,1
383104,380117,1
383104,382117,1
383105,380134,1
383105,380136,1
383139,5244,1
383139,381688,1
383143,380148,1
383143,380150,1
383154,380466,1
383154,380476,1
383155,5390,1
383156,380107,2
383156,381413,1
383164,382117,1
383166,380225,1
383166,381810,1
383168,380114,1
383168,380119,1
383169,382019,1
383174,380694,1
383197,5304,1
383197,15800,1
383205,5373,1
383205,382117,1
383208,380104,1
383506,380935,1
383511,380181,1
383512,380181,1
383513,380181,1
383524,5230,1
383600,382711,1
383623,383076,1
383626,383076,1
383646,380123,1
383647,380123,1
383661,383015,1
383663,383015,1
383665,383015,1
383668,383015,1
383670,383015,1
383672,383023,1
383676,383023,1
383678,383024,1
383681,380018,1
383682,380018,1
383683,380018,1
383722,381588,1
383739,383753,1
383742,381691,1
383751,380115,1
383751,380115,_1
383752,380007,1
383752,380115,A2
383761,380116,1
383762,380116,1
383763,380116,1
383791,5323,1
383792,5323,1
383802,5323,1
383804,5323,1
383811,5109,1
383811,5109,_1
383812,5109,S2
383812,380014,1
383821,380167,1
383824,380167,1
383826,380167,1
383841,380195,1
383842,380020,1
383843,380020,1
383844,380020,1
383858,382306,HW
383858,382307,HB
383858,383164,1
383862,383014,1
383863,383014,1
383864,383014,1
383875,382097,1
383881,339086,1
383886,380216,1
383921,383033,1
383922,383033,1
383923,383033,1
383924,383033,1
383925,383033,1
383926,383033,1
384105,15370,1
384105,15370,_2
384105,384155,1
384105,384215,1
384107,5067,1
384107,385329,1
384108,5153,1
384108,384716,1
384108,385061,1
384111,5018,1
384111,5041,1
384111,384109,1
384111,384655,1
384111,384655,2
384113,5311,1
384113,317996,1
384117,5067,1
384117,384651,1
384118,384521,1
384121,384866,1
384121,384979,1
384123,384121,1
384123,384124,1
384128,384979,1
384132,384131,1
384133,384137,1
384133,384139,1
384137,384138,1
384138,384132,1
384138,384147,1
384140,384144,1
384140,384145,1
384141,384662,2
384142,15878,SY
384143,15878,SY
384144,5096,2
384144,15878,SY
384146,5259,1
384146,384145,1
384146,384147,1
384148,385272,1
384150,385272,1
384152,384150,1
384153,15377,1
384153,384154,1
384153,384184,1
384153,384187,1
384153,384203,1
384153,384888,1
384153,385051,1
384154,384193,1
384155,384153,1
384155,384156,2
384155,384215,2
384155,385299,1
384156,384157,1
384156,385144,1
384156,385280,1
384156,385299,1
384156,386401,1
384157,5297,1
384157,360058,1
384157,385307,1
384157,385312,1
384158,384143,1
384163,384164,1
384164,384166,1
384167,384166,1
384168,384874,1
384169,385050,1
384172,5026,1
384172,384156,1
384176,384214,1
384176,384355,1
384178,5551,1
384178,360651,2
384178,384218,1
384178,384222,1
384178,385481,1
384184,384187,1
384184,385155,1
384185,384186,1
384187,5223,1
384189,5256,1
384189,15377,1
384189,384260,1
384189,384261,1
384189,384262,1
384189,385482,1
384192,384916,1
384193,384192,1
384193,384261,1
384196,384153,1
384197,384198,2
384198,384196,1
384203,384524,1
384205,385238,1
384207,5255,1
384207,384276,1
384207,384720,1
384207,385284,1
384208,384207,1
384210,385391,1
384211,384210,2
384211,385051,1
384214,5053,1
384214,384211,1
384214,384215,2
384214,384318,2
384214,384346,1
384214,384791,1
384215,5362,1
384215,384214,1
384215,385077,1
384216,385072,2
384217,5362,1
384217,384339,1
384217,385428,1
384217,385956,2
384224,384222,1
384225,384224,1
384225,384226,1
384226,384227,1
384227,384228,1
384228,384242,1
384229,384230,1
384233,385279,40
384233,385279,50
384234,5232,1
384234,384233,1
384234,385039,1
384234,385312,1
384237,384761,1
384238,384881,1
384241,385937,1
384241,385937,2
384242,384243,1
384243,384218,1
384253,384171,1
384253,384251,1
384253,384256,1
384257,384207,1
384257,384946,1
384257,385213,1
384259,5239,1
384259,384913,1
384259,385035,1
384260,385284,1
384264,385478,1
384266,384186,1
384268,5116,1
384268,384207,1
384269,384453,1
384272,384271,1
384273,384272,1
384273,384275,1
384274,384273,1
384277,384276,1
384278,384277,1
384278,384279,1
384279,384280,1
384280,384988,1
384285,15531,1
384285,384286,1
384287,384207,1
384287,384286,1
384287,385249,1
384289,384288,1
384290,5379,1
384290,384289,1
384292,5200,1
384293,5200,1
384293,5200,2
384293,384208,1
384298,384878,1
384298,385919,1
384299,384923,1
384300,317552,1
384303,384767,1
384303,385219,1
384304,5036,1
384304,385217,1
384304,385416,1
384305,5013,1
384306,386035,1
384309,384306,1
384310,384309,1
384310,385415,1
384311,384331,1
384311,384334,1
384316,384317,1
384316,385290,1
384317,384315,1
384319,385511,1
384320,15441,1
384320,384322,1
384322,385073,1
384324,384175,1
384324,384175,2
384324,384323,1
384324,384329,1
384324,385013,1
384324,385289,1
384325,384326,1
384325,385378,1
384326,386511,1
384327,380907,1
384327,384326,1
384331,384329,1
384331,384332,1
384331,384332,2
384332,-360283,1
384335,384334,1
384335,385289,2
384336,384318,1
384337,384217,1
384337,384336,1
384341,384343,1
384341,385421,1
384343,5125,1
384343,385262,1
384344,385033,1
384347,385466,1
384348,5337,2
384348,384344,1
384348,384347,1
384348,384350,1
384349,384348,1
384356,385957,1
384357,384356,1
384360,384359,1
384360,385036,1
384361,385052,1
384361,385706,1
384366,384368,2
384368,385237,1
384371,5033,1
384371,385237,1
384372,385054,1
384373,5033,1
384373,385009,1
384374,385923,1
384378,5040,1
384378,385049,2
384378,385937,1
384379,385049,1
384379,385232,1
384384,5121,1
384384,384385,2
384384,384386,1
384384,384389,1
384384,386521,1
384386,384387,4
384394,5345,1
384394,317553,1
384395,5345,1
384397,384396,1
384397,384399,1
384399,385199,1
384400,384172,1
384400,384241,1
384400,384241,2
384400,384293,1
384400,385014,1
384400,385310,1
384400,385310,2
384400,385906,1
384400,386416,1
384402,384403,1
384402,384403,2
384402,386531,1
384403,384422,1
384403,385383,1
384404,384403,1
384404,385200,1
384405,380969,1
384407,15868,1
384407,384961,1
384407,385009,1
384407,385245,1
384410,384395,1
384412,5126,1
384413,5159,2
384413,385024,1
384417,5399,1
384417,5400,1
384418,384421,1
384418,384426,1
384418,384443,1
384418,385149,1
384419,385024,2
384419,385149,1
384421,385383,1
384422,385024,1
384424,5024,1
384424,384425,1
384425,384430,2
384425,384430,3
384425,384503,1
384425,385311,1
384427,384425,1
384427,384428,1
384428,385504,2
384430,5023,1
384430,384518,1
384431,5191,1
384431,384966,1
384431,385520,1
384436,384431,1
384437,384449,1
384437,384873,1
384437,384943,1
384438,384431,1
384438,385486,1
384440,385179,1
384441,5289,1
384441,385007,1
384443,317995,1
384443,384444,1
384443,385116,1
384443,386591,1
384449,5070,1
384453,5070,1
384454,384431,2
384454,385181,1
384459,384604,1
384462,380618,1
384462,384463,1
384462,384468,1
384463,384464,1
384465,384193,1
384466,385198,1
384467,385198,1
384469,384114,1
384470,384353,1
384470,384471,1
384470,384471,2
384471,384489,1
384471,385425,1
384471,388070,1
384475,5078,1
384475,5187,1
384475,384470,1
384475,384470,2
384477,384475,1
384477,385395,1
384479,385303,1
384479,385433,1
384480,384479,1
384480,384968,1
384484,385303,1
384487,5217,1
384487,5410,1
384487,385187,1
384488,384491,1
384489,385500,1
384491,384501,1
384492,5410,1
384492,384494,1
384494,5271,1
384496,384138,1
384498,5271,1
384498,384499,1
384501,385202,1
384508,384509,1
384509,5406,1
384510,384537,1
384511,384512,1
384511,385135,1
384511,385138,1
384513,5318,2
384513,384508,1
384513,384511,1
384514,384540,1
384515,5200,1
384515,385382,1
384517,384536,1
384517,384544,1
384517,384949,1
384517,385136,1
384523,5406,1
384523,384118,1
384523,384525,1
384523,384743,2
384524,384205,1
384526,384521,1
384526,385340,1
384527,5406,1
384527,385503,1
384528,384891,1
384529,5169,1
384529,384528,1
384529,385067,1
384534,385344,1
384535,384545,1
384535,385344,1
384536,384537,1
384536,384843,1
384536,384935,1
384537,384540,1
384541,384577,1
384541,385365,1
384545,384444,1
384549,384548,1
384549,385090,1
384552,384549,1
384552,384575,1
384552,384844,1
384552,385139,1
384554,384745,1
384555,384868,1
384556,384557,1
384556,384868,1
384557,5098,1
384557,384564,1
384558,5098,2
384558,384511,1
384564,384807,1
384566,385392,1
384569,5129,1
384574,317108,1
384575,385911,1
384576,384470,1
384576,384577,1
384579,384832,1
384581,384755,1
384582,384581,1
384582,385365,1
384584,5165,1
384584,385293,1
384585,384586,1
384586,385313,1
384589,384590,1
384589,385247,1
384590,384871,1
384591,384592,1
384591,384871,1
384593,384134,1
384593,384592,1
384594,384593,1
384594,384595,1
384594,384602,1
384597,5247,1
384598,5247,1
384598,5247,_5
384598,15870,1
384598,384595,1
384598,384611,1
384599,5247,1
384599,384597,1
384599,384602,1
384600,384512,1
384601,5076,40
384601,5076,46
384601,5077,36
384601,384595,1
384601,384598,1
384615,5247,1
384616,384817,1
384618,384841,1
384619,385389,1
384620,384618,1
384622,384807,1
384623,385125,1
384624,384622,1
384624,384623,1
384624,384625,1
384627,384625,1
384627,385113,1
384628,384629,1
384630,384629,1
384630,384631,1
384632,384565,1
384633,384632,1
384635,384701,1
384636,317108,1
384640,317264,1
384640,384638,2
384641,5311,1
384642,384638,1
384642,384644,1
384642,384833,1
384643,5019,1
384643,384681,1
384644,388710,1
384645,5219,1
384646,385380,1
384649,5216,1
384649,385375,1
384653,384651,1
384653,384655,1
384655,384639,1
384655,384671,1
384655,384675,1
384655,385159,1
384655,385376,1
384659,5231,1
384659,384658,1
384659,384661,1
384662,15318,1
384666,384111,1
384666,384669,1
384668,384109,1
384670,5018,1
384670,384668,1
384670,385104,1
384671,384676,1
384673,384671,1
384673,384685,1
384673,384723,1
384674,384655,1
384676,384677,1
384678,5019,1
384681,384683,1
384683,5219,1
384684,384681,1
384685,385487,1
384688,5368,1
384688,384689,1
384689,384851,1
384690,384840,1
384691,384840,1
384692,384691,1
384692,384707,1
384694,384692,1
384694,384695,1
384695,385104,1
384696,384692,1
384697,384696,1
384700,386480,1
384701,384629,1
384701,384633,1
384701,384636,1
384701,384728,1
384701,385259,1
384701,386471,1
384701,386472,1
384705,5219,1
384705,385088,1
384707,384706,1
384716,384968,1
384717,384718,2
384717,385350,1
384718,5317,1
384718,385082,1
384719,384841,1
384723,384674,1
384723,384724,1
384724,384697,1
384726,5063,2
384726,385395,1
384728,384826,1
384732,384655,1
384732,385380,1
384733,384428,1
384736,384167,1
384736,384187,1
384737,384745,1
384737,385021,1
384745,385021,1
384746,384560,1
384746,384560,2
384747,384467,1
384757,5281,1
384757,385937,1
384758,384242,1
384759,384237,1
384762,384298,1
384762,385937,1
384764,5313,1
384764,384278,Z1
384764,384765,1
384765,15531,1
384771,384187,Z1
384774,384304,1
384774,384970,1
384786,5051,1
384786,5051,2
384791,16024,1
384791,384338,1
384791,385924,1
384800,5150,1
384807,384565,1
384820,5200,1
384829,5281,1
384829,384758,1
384834,384655,1
384834,384833,1
384840,384684,1
384841,385389,1
384844,385346,1
384858,5408,Z1
384859,385379,1
384862,384858,1
384862,385418,Z1
384866,385702,1
384874,384873,1
384874,385008,1
384876,317267,1
384878,385321,1
384880,384237,Z1
384881,384880,1
384888,384916,1
384890,384767,1
384891,384843,1
384912,384759,1
384915,384491,2
384918,384333,1
384918,384761,1
384923,384300,2
384926,384733,1
384931,384932,1
384931,385376,1
384942,384521,1
384942,385898,1
384943,384435,1
384950,384374,1
384950,384951,1
384950,385425,1
384951,5336,1
384961,385709,1
384965,384966,1
384967,385013,1
384978,384128,1
384978,384131,1
384984,317803,1
384987,384912,1
384987,385937,1
384988,5313,1
384988,384274,1
384989,5313,1
384989,384241,1
384996,384400,1
384999,5212,1
385000,384361,1
385000,385001,1
385003,384249,1
385007,384999,1
385008,385007,1
385012,384280,1
385014,5051,1
385025,385253,1
385033,385262,1
385035,384253,1
385036,5298,1
385037,384338,1
385037,384359,1
385037,385394,1
385037,385394,2
385037,385917,1
385039,384241,1
385041,384281,1
385050,385082,1
385054,385055,1
385058,384996,1
385058,385897,1
385060,385203,1
385061,5073,1
385061,384353,1
385066,317277,1
385067,385066,1
385067,385369,1
385073,384323,1
385093,5219,1
385107,384747,1
385109,5112,1
385109,5115,1
385113,317187,1
385114,384555,1
385114,385021,1
385119,384569,1
385119,385404,1
385125,384700,3
385125,385126,1
385125,385175,1
385125,385315,1
385125,385380,1
385125,385925,1
385126,386477,1
385138,384598,1
385139,384746,1
385139,384746,2
385139,385138,1
385148,384833,1
385155,384185,1
385157,5204,1
385157,5337,1
385157,385151,1
385158,380130,1
385159,5231,1
385159,385172,1
385160,5165,1
385160,385327,1
385173,317264,1
385175,384642,1
385178,384375,1
385178,384512,1
385178,386496,1
385179,381285,1
385179,384403,1
385180,380130,1
385180,385181,1
385181,5191,1
385181,384269,1
385187,385305,1
385190,384615,1
385190,384616,1
385191,384275,1
385199,5143,1
385200,380975,1
385202,385368,1
385203,385706,1
385205,385219,1
385205,385477,1
385209,384690,1
385210,384631,1
385210,384641,1
385211,385354,1
385215,5169,1
385219,384302,1
385219,385220,1
385219,386061,1
385219,386062,1
385220,384400,1
385220,386063,1
385220,386064,1
385221,384800,1
385221,384935,1
385222,5121,1
385227,384253,1
385229,5357,1
385232,385709,1
385235,385281,1
385236,385005,1
385236,385235,1
385236,385248,1
385237,385278,1
385244,5345,1
385251,385229,1
385253,384878,1
385254,384281,1
385256,384168,1
385256,385520,1
385271,385371,1
385271,385380,1
385274,5286,1
385274,385329,1
385276,384222,1
385276,384975,1
385278,385248,1
385279,384229,1
385279,384246,1
385279,384333,1
385280,384293,1
385281,384400,1
385282,384246,1
385282,385025,1
385288,384967,1
385288,385016,1
385290,384970,1
385293,384755,1
385293,385065,1
385293,385907,1
385298,384675,1
385298,384851,1
385302,384926,2
385307,360605,1
385307,360606,1
385310,384965,1
385310,385180,1
385311,5290,1
385313,385125,1
385313,385125,2
385313,385314,1
385314,385907,1
385315,384623,1
385315,385314,1
385327,384635,1
385332,385393,1
385333,385332,1
